level_rpm,index,measured,status,replica,scheduled_offset_s,done_offset_s,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
20.6485,0,0,ok,-1,0.0000,1.4517,0,1.4517,0.0005,-,-,-,-,-,-,-,1.4260,0.0252,
20.6485,1,0,ok,-1,0.0736,2.8797,0,2.8061,0.0005,-,-,-,-,-,-,-,2.7810,0.0246,
20.6485,2,0,ok,-1,1.0082,4.3080,0,3.2998,0.0005,-,-,-,-,-,-,-,3.2754,0.0240,
20.6485,3,0,ok,-1,1.7421,5.7314,0,3.9893,0.0010,-,-,-,-,-,-,-,3.9662,0.0221,
20.6485,4,0,ok,-1,5.6173,7.1714,0,1.5542,0.0012,-,-,-,-,-,-,-,1.5251,0.0279,
20.6485,5,0,ok,-1,8.8984,10.3585,0,1.4601,0.0029,-,-,-,-,-,-,-,1.4272,0.0300,
20.6485,6,0,ok,-1,15.3704,16.8166,0,1.4462,0.0007,-,-,-,-,-,-,-,1.4220,0.0235,
20.6485,7,0,ok,-1,15.6347,18.2462,0,2.6115,0.0011,-,-,-,-,-,-,-,2.5844,0.0260,
20.6485,8,0,ok,-1,17.2272,19.6713,0,2.4441,0.0010,-,-,-,-,-,-,-,2.4254,0.0177,
20.6485,9,0,ok,-1,17.3151,21.1007,0,3.7856,0.0014,-,-,-,-,-,-,-,3.7622,0.0221,
20.6485,10,1,ok,-1,18.0320,22.5329,0,4.5009,0.0005,-,-,-,-,-,-,-,4.4727,0.0277,
20.6485,11,1,ok,-1,20.0774,23.9564,0,3.8790,0.0004,-,-,-,-,-,-,-,3.8563,0.0223,
20.6485,12,1,ok,-1,20.1556,25.3825,0,5.2270,0.0005,-,-,-,-,-,-,-,5.2058,0.0207,
20.6485,13,1,ok,-1,20.7997,26.8204,0,6.0207,0.0011,-,-,-,-,-,-,-,5.9968,0.0227,
