level_rpm,index,measured,status,replica,scheduled_offset_s,done_offset_s,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
5.3773,0,0,ok,-1,0.0000,5.5636,0,5.5636,0.0014,-,-,-,-,-,-,-,5.5409,0.0213,
5.3773,1,0,ok,-1,0.2826,17.0764,0,16.7938,0.0005,-,-,-,-,-,-,-,16.7649,0.0284,
5.3773,2,0,ok,-1,3.8713,17.0892,0,13.2179,0.0011,-,-,-,-,-,-,-,13.1757,0.0410,
5.3773,3,0,ok,-1,6.6896,22.5836,0,15.8940,0.0002,-,-,-,-,-,-,-,15.8711,0.0227,
5.3773,4,0,ok,-1,21.5698,28.1245,0,6.5547,0.0002,-,-,-,-,-,-,-,6.5247,0.0298,
5.3773,5,0,ok,-1,34.1690,39.7317,0,5.5627,0.0016,-,-,-,-,-,-,-,5.5425,0.0185,
5.3773,6,0,ok,-1,59.0209,64.5690,0,5.5481,0.0006,-,-,-,-,-,-,-,5.5237,0.0237,
5.3773,7,0,ok,-1,60.0358,70.0787,0,10.0429,0.0013,-,-,-,-,-,-,-,10.0202,0.0214,
5.3773,8,0,ok,-1,66.1508,81.6153,0,15.4645,0.0010,-,-,-,-,-,-,-,15.4298,0.0337,
5.3773,9,0,ok,-1,66.4884,81.6265,0,15.1381,0.0010,-,-,-,-,-,-,-,15.0924,0.0447,
5.3773,10,1,ok,-1,69.2412,93.1421,0,23.9009,0.0014,-,-,-,-,-,-,-,23.8629,0.0366,
5.3773,11,1,ok,-1,77.0955,93.1619,0,16.0664,0.0013,-,-,-,-,-,-,-,16.0087,0.0564,
5.3773,12,1,ok,-1,77.3955,104.6746,0,27.2790,0.0009,-,-,-,-,-,-,-,27.2447,0.0334,
5.3773,13,1,ok,-1,79.8692,104.6847,0,24.8156,0.0013,-,-,-,-,-,-,-,24.7706,0.0436,
5.3773,14,1,ok,-1,91.5793,116.2105,0,24.6312,0.0027,-,-,-,-,-,-,-,24.5948,0.0337,
5.3773,15,1,ok,-1,100.3643,116.2284,0,15.8641,0.0018,-,-,-,-,-,-,-,15.8103,0.0521,
5.3773,16,1,ok,-1,103.1429,127.7650,0,24.6221,0.0015,-,-,-,-,-,-,-,24.5872,0.0334,
5.3773,17,1,ok,-1,113.0713,127.7852,0,14.7139,0.0010,-,-,-,-,-,-,-,14.6593,0.0536,
5.3773,18,1,ok,-1,131.5683,137.1712,0,5.6030,0.0011,-,-,-,-,-,-,-,5.5771,0.0247,
5.3773,19,1,ok,-1,131.6410,142.7234,0,11.0823,0.0008,-,-,-,-,-,-,-,11.0538,0.0277,
5.3773,20,1,ok,-1,149.9285,155.5036,0,5.5751,0.0012,-,-,-,-,-,-,-,5.5494,0.0245,
5.3773,21,1,ok,-1,163.2934,168.8631,0,5.5697,0.0013,-,-,-,-,-,-,-,5.5473,0.0211,
5.3773,22,1,ok,-1,167.9339,174.3916,0,6.4577,0.0010,-,-,-,-,-,-,-,6.4351,0.0216,
5.3773,23,1,ok,-1,169.8194,179.9263,0,10.1069,0.0017,-,-,-,-,-,-,-,10.0868,0.0184,
5.3773,24,1,ok,-1,204.9839,210.5381,0,5.5542,0.0009,-,-,-,-,-,-,-,5.5270,0.0262,
5.3773,25,1,ok,-1,209.5628,216.0629,0,6.5001,0.0011,-,-,-,-,-,-,-,6.4753,0.0237,
5.3773,26,1,ok,-1,210.6488,227.5727,0,16.9239,0.0004,-,-,-,-,-,-,-,16.8909,0.0326,
5.3773,27,1,ok,-1,211.7838,227.5900,0,15.8062,0.0009,-,-,-,-,-,-,-,15.7553,0.0500,
5.3773,28,1,ok,-1,232.7669,238.3453,0,5.5784,0.0005,-,-,-,-,-,-,-,5.5547,0.0233,
5.3773,29,1,ok,-1,243.0952,248.6628,0,5.5676,0.0011,-,-,-,-,-,-,-,5.5462,0.0203,
5.3773,30,1,ok,-1,261.4581,267.0095,0,5.5513,0.0014,-,-,-,-,-,-,-,5.5306,0.0193,
5.3773,31,1,ok,-1,276.0565,281.6002,0,5.5437,0.0011,-,-,-,-,-,-,-,5.5205,0.0222,
5.3773,32,1,ok,-1,284.6299,290.1838,0,5.5539,0.0017,-,-,-,-,-,-,-,5.5321,0.0201,
5.3773,33,1,ok,-1,324.9794,330.5143,0,5.5349,0.0010,-,-,-,-,-,-,-,5.5119,0.0220,
