level_rpm,index,measured,status,replica,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,error
7.1322,0,0,ok,0,1,4.1918,0.0012,0.0000,4.1897,0.0009,0.0993,3.6352,0.4516,0.0036,
7.1322,1,0,ok,0,1,8.1756,0.0007,3.9779,4.1965,0.0004,0.1035,3.6389,0.4507,0.0033,
7.1322,2,0,ok,0,1,9.6782,0.0009,5.4690,4.2080,0.0003,0.1003,3.6518,0.4522,0.0036,
7.1322,3,0,ok,0,1,11.7612,0.0011,7.5522,4.2076,0.0002,0.1016,3.6521,0.4502,0.0037,
7.1322,4,0,ok,0,1,4.7535,0.0015,0.5409,4.2108,0.0003,0.0993,3.6560,0.4516,0.0039,
7.1322,5,0,ok,0,1,4.1957,0.0005,0.0000,4.1948,0.0004,0.0983,3.6340,0.4587,0.0038,
7.1322,6,0,ok,0,1,4.1754,0.0010,0.0000,4.1741,0.0002,0.0949,3.6233,0.4524,0.0035,
7.1322,7,0,ok,0,1,7.5962,0.0017,3.4085,4.1858,0.0002,0.0997,3.6317,0.4507,0.0036,
7.1322,8,0,ok,0,1,7.1868,0.0011,2.9846,4.2009,0.0002,0.1008,3.6444,0.4522,0.0034,
7.1322,9,0,ok,0,1,11.1227,0.0010,6.9314,4.1902,0.0002,0.1011,3.6372,0.4483,0.0035,
7.1322,10,1,ok,0,1,13.2459,0.0028,9.0445,4.1985,0.0002,0.1008,3.6451,0.4488,0.0039,
7.1322,11,1,ok,0,1,11.5219,0.0013,7.3229,4.1974,0.0003,0.1010,3.6420,0.4507,0.0036,
7.1322,12,1,ok,0,1,15.4950,0.0004,11.2954,4.1990,0.0003,0.0997,3.6442,0.4516,0.0034,
7.1322,13,1,ok,0,1,17.8295,0.0024,13.6276,4.1993,0.0002,0.1001,3.6467,0.4490,0.0034,
7.1322,14,1,ok,0,1,13.2125,0.0010,8.9997,4.2116,0.0002,0.1024,3.6527,0.4527,0.0037,
7.1322,15,1,ok,0,1,10.7955,0.0008,6.5882,4.2063,0.0002,0.0989,3.6530,0.4509,0.0035,
7.1322,16,1,ok,0,1,12.9108,0.0011,8.6995,4.2100,0.0002,0.1025,3.6524,0.4516,0.0035,
