level_rpm,index,measured,status,replica,scheduled_offset_s,done_offset_s,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
12.7215,0,0,ok,-1,0.0000,2.3645,0,2.3645,0.0015,-,-,-,-,-,-,-,2.3369,0.0261,
12.7215,1,0,ok,-1,0.1195,4.7142,0,4.5948,0.0016,-,-,-,-,-,-,-,4.5671,0.0261,
12.7215,2,0,ok,-1,1.6364,7.0484,0,5.4120,0.0008,-,-,-,-,-,-,-,5.3865,0.0247,
12.7215,3,0,ok,-1,2.8277,9.3793,0,6.5516,0.0013,-,-,-,-,-,-,-,6.5275,0.0227,
12.7215,4,0,ok,-1,9.1175,11.7241,0,2.6066,0.0012,-,-,-,-,-,-,-,2.5775,0.0279,
12.7215,5,0,ok,-1,14.4431,16.8180,0,2.3749,0.0020,-,-,-,-,-,-,-,2.3423,0.0305,
12.7215,6,0,ok,-1,24.9480,27.3243,0,2.3763,0.0022,-,-,-,-,-,-,-,2.3506,0.0236,
12.7215,7,0,ok,-1,25.3769,29.6570,0,4.2800,0.0011,-,-,-,-,-,-,-,4.2526,0.0264,
12.7215,8,0,ok,-1,27.9617,31.9804,0,4.0187,0.0013,-,-,-,-,-,-,-,3.9986,0.0188,
12.7215,9,0,ok,-1,28.1044,34.3180,0,6.2136,0.0020,-,-,-,-,-,-,-,6.1891,0.0226,
12.7215,10,1,ok,-1,29.2680,36.6584,0,7.3904,0.0019,-,-,-,-,-,-,-,7.3603,0.0282,
12.7215,11,1,ok,-1,32.5880,38.9948,0,6.4068,0.0011,-,-,-,-,-,-,-,6.3836,0.0221,
12.7215,12,1,ok,-1,32.7149,41.3495,0,8.6347,0.0006,-,-,-,-,-,-,-,8.6121,0.0220,
12.7215,13,1,ok,-1,33.7604,43.6935,0,9.9331,0.0012,-,-,-,-,-,-,-,9.9092,0.0227,
12.7215,14,1,ok,-1,38.7103,46.0451,0,7.3349,0.0023,-,-,-,-,-,-,-,7.3044,0.0281,
12.7215,15,1,ok,-1,42.4237,48.3770,0,5.9534,0.0008,-,-,-,-,-,-,-,5.9308,0.0218,
12.7215,16,1,ok,-1,43.5982,50.7284,0,7.1302,0.0007,-,-,-,-,-,-,-,7.1061,0.0234,
12.7215,17,1,ok,-1,47.7949,53.0771,0,5.2822,0.0011,-,-,-,-,-,-,-,5.2556,0.0255,
12.7215,18,1,ok,-1,55.6135,57.9805,0,2.3670,0.0007,-,-,-,-,-,-,-,2.3427,0.0236,
12.7215,19,1,ok,-1,55.6442,60.3210,0,4.6767,0.0002,-,-,-,-,-,-,-,4.6494,0.0272,
12.7215,20,1,ok,-1,63.3743,65.7383,0,2.3640,0.0006,-,-,-,-,-,-,-,2.3430,0.0203,
12.7215,21,1,ok,-1,69.0236,71.3784,0,2.3548,0.0012,-,-,-,-,-,-,-,2.3343,0.0194,
12.7215,22,1,ok,-1,70.9851,73.7182,0,2.7330,0.0009,-,-,-,-,-,-,-,2.7076,0.0245,
12.7215,23,1,ok,-1,71.7821,76.0570,0,4.2748,0.0008,-,-,-,-,-,-,-,4.2535,0.0205,
12.7215,24,1,ok,-1,86.6461,89.0083,0,2.3623,0.0015,-,-,-,-,-,-,-,2.3413,0.0195,
12.7215,25,1,ok,-1,88.5815,91.3447,0,2.7632,0.0014,-,-,-,-,-,-,-,2.7409,0.0209,
12.7215,26,1,ok,-1,89.0406,93.6835,0,4.6429,0.0009,-,-,-,-,-,-,-,4.6183,0.0237,
12.7215,27,1,ok,-1,89.5203,96.0105,0,6.4902,0.0008,-,-,-,-,-,-,-,6.4654,0.0240,
12.7215,28,1,ok,-1,98.3898,100.7506,0,2.3608,0.0005,-,-,-,-,-,-,-,2.3391,0.0212,
12.7215,29,1,ok,-1,102.7556,105.1253,0,2.3697,0.0013,-,-,-,-,-,-,-,2.3424,0.0260,
12.7215,30,1,ok,-1,110.5175,112.8758,0,2.3583,0.0006,-,-,-,-,-,-,-,2.3376,0.0201,
12.7215,31,1,ok,-1,116.6882,119.0407,0,2.3524,0.0006,-,-,-,-,-,-,-,2.3301,0.0217,
12.7215,32,1,ok,-1,120.3121,122.6828,0,2.3707,0.0010,-,-,-,-,-,-,-,2.3423,0.0274,
12.7215,33,1,ok,-1,137.3678,139.7301,0,2.3624,0.0007,-,-,-,-,-,-,-,2.3377,0.0239,
12.7215,34,1,ok,-1,139.6112,142.0750,0,2.4637,0.0011,-,-,-,-,-,-,-,2.4347,0.0280,
12.7215,35,1,ok,-1,143.3988,145.7532,0,2.3545,0.0008,-,-,-,-,-,-,-,2.3300,0.0237,
12.7215,36,1,ok,-1,151.7396,154.0975,0,2.3579,0.0006,-,-,-,-,-,-,-,2.3346,0.0227,
12.7215,37,1,ok,-1,156.2848,158.6427,0,2.3579,0.0002,-,-,-,-,-,-,-,2.3350,0.0227,
12.7215,38,1,ok,-1,165.6157,167.9683,0,2.3526,0.0011,-,-,-,-,-,-,-,2.3300,0.0215,
