level_rpm,index,measured,status,replica,scheduled_offset_s,done_offset_s,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
0.9043,18,1,ok,-1,782.3565,798.7758,0,16.4193,0.0007,-,-,-,-,-,-,-,16.3905,0.0281,
0.9043,19,1,ok,-1,782.7891,815.1856,0,32.3964,0.0009,-,-,-,-,-,-,-,32.3658,0.0297,
0.9043,20,1,ok,-1,891.5336,907.9332,0,16.3996,0.0005,-,-,-,-,-,-,-,16.3764,0.0227,
0.9043,21,1,ok,-1,971.0063,987.4086,0,16.4023,0.0011,-,-,-,-,-,-,-,16.3778,0.0234,
0.9043,22,1,ok,-1,998.6007,1015.0227,0,16.4220,0.0004,-,-,-,-,-,-,-,16.3988,0.0228,
0.9043,23,1,ok,-1,1009.8129,1031.4478,0,21.6349,0.0007,-,-,-,-,-,-,-,21.6146,0.0197,
0.9043,24,1,ok,-1,1218.9147,1235.2965,0,16.3819,0.0008,-,-,-,-,-,-,-,16.3640,0.0171,
0.9043,25,1,ok,-1,1246.1424,1262.5772,0,16.4348,0.0010,-,-,-,-,-,-,-,16.4090,0.0248,
0.9043,26,1,ok,-1,1252.6004,1293.1049,0,40.5046,0.0014,-,-,-,-,-,-,-,40.4713,0.0318,
0.9043,27,1,ok,-1,1259.3494,1293.1220,0,33.7726,0.0011,-,-,-,-,-,-,-,33.7227,0.0489,
0.9043,28,1,not_sent,-1,1384.1231,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,29,1,not_sent,-1,1445.5394,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,30,1,not_sent,-1,1554.7327,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,31,1,not_sent,-1,1641.5404,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,32,1,not_sent,-1,1692.5208,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,33,1,not_sent,-1,1932.4547,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,34,1,not_sent,-1,1964.0154,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,35,1,not_sent,-1,2017.2975,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,36,1,not_sent,-1,2134.6339,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,37,1,not_sent,-1,2198.5747,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,38,1,not_sent,-1,2329.8391,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,39,1,not_sent,-1,2386.9803,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,40,1,not_sent,-1,2467.8821,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,41,1,not_sent,-1,2470.9944,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,42,1,not_sent,-1,2488.1550,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,43,1,not_sent,-1,2510.8219,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,44,1,not_sent,-1,2516.3392,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,45,1,not_sent,-1,2533.9215,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,46,1,not_sent,-1,2540.9860,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,47,1,not_sent,-1,2562.5956,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,48,1,not_sent,-1,2629.5909,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,49,1,not_sent,-1,2659.7047,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,50,1,not_sent,-1,2690.3796,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,51,1,not_sent,-1,2705.9782,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,52,1,not_sent,-1,2726.5850,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,53,1,not_sent,-1,2909.6532,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,54,1,not_sent,-1,2978.9370,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,55,1,not_sent,-1,3041.2645,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,56,1,not_sent,-1,3053.7185,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,57,1,not_sent,-1,3140.3778,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,58,1,not_sent,-1,3152.2153,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,59,1,not_sent,-1,3183.8745,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,60,1,not_sent,-1,3486.3355,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,61,1,not_sent,-1,3554.1215,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,62,1,not_sent,-1,3608.1347,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,63,1,not_sent,-1,3684.6992,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,64,1,not_sent,-1,3807.4833,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,65,1,not_sent,-1,3906.7493,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,66,1,not_sent,-1,3924.0088,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,67,1,not_sent,-1,3926.1735,-,0,inf,-,-,-,-,-,-,-,-,-,-,
