level_rpm,index,measured,status,replica,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
5.3823,0,0,ok,-1,0,5.5550,0.0007,-,-,-,-,-,-,-,5.5322,0.0221,
5.3823,1,0,ok,-1,0,16.7775,0.0011,-,-,-,-,-,-,-,16.7477,0.0287,
5.3823,2,1,ok,-1,0,13.2047,0.0007,-,-,-,-,-,-,-,13.1626,0.0413,
5.3823,3,1,ok,-1,0,15.8834,0.0008,-,-,-,-,-,-,-,15.8597,0.0230,
5.3823,4,1,ok,-1,0,6.5505,0.0011,-,-,-,-,-,-,-,6.5191,0.0303,
5.3823,5,1,ok,-1,0,5.5534,0.0013,-,-,-,-,-,-,-,5.5343,0.0178,
5.3823,6,1,ok,-1,0,5.5417,0.0010,-,-,-,-,-,-,-,5.5179,0.0229,
5.3823,7,1,ok,-1,0,10.0379,0.0005,-,-,-,-,-,-,-,10.0147,0.0227,
5.3823,8,1,ok,-1,0,15.4226,0.0021,-,-,-,-,-,-,-,15.3945,0.0260,
5.3823,9,1,ok,-1,0,15.1231,0.0004,-,-,-,-,-,-,-,15.1003,0.0224,
5.3823,10,1,ok,-1,0,23.8863,0.0012,-,-,-,-,-,-,-,23.8489,0.0361,
5.3823,11,1,ok,-1,0,16.0588,0.0009,-,-,-,-,-,-,-,16.0022,0.0557,
5.3823,12,1,ok,-1,0,27.2587,0.0007,-,-,-,-,-,-,-,27.2246,0.0334,
5.3823,13,1,ok,-1,0,24.7980,0.0012,-,-,-,-,-,-,-,24.7527,0.0442,
5.3823,14,1,ok,-1,0,24.6040,0.0010,-,-,-,-,-,-,-,24.5687,0.0344,
5.3823,15,1,ok,-1,0,15.8451,0.0012,-,-,-,-,-,-,-,15.7916,0.0523,
5.3823,16,1,ok,-1,0,24.5520,0.0014,-,-,-,-,-,-,-,24.5263,0.0243,
5.3823,17,1,ok,-1,0,14.6815,0.0013,-,-,-,-,-,-,-,14.6464,0.0339,
5.3823,18,1,ok,-1,0,5.5984,0.0018,-,-,-,-,-,-,-,5.5715,0.0251,
5.3823,19,1,ok,-1,0,11.0558,0.0015,-,-,-,-,-,-,-,11.0264,0.0280,
5.3823,20,1,ok,-1,0,5.5681,0.0006,-,-,-,-,-,-,-,5.5451,0.0223,
5.3823,21,1,ok,-1,0,5.5588,0.0014,-,-,-,-,-,-,-,5.5361,0.0212,
