level_rpm,index,measured,status,replica,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
1.8096,0,0,ok,-1,0,16.4851,0.0019,-,-,-,-,-,-,-,16.4583,0.0249,
1.8096,1,0,ok,-1,0,47.1704,0.0017,-,-,-,-,-,-,-,47.1394,0.0293,
1.8096,2,1,ok,-1,0,36.5194,0.0006,-,-,-,-,-,-,-,36.4768,0.0420,
1.8096,3,1,ok,-1,0,43.5987,0.0014,-,-,-,-,-,-,-,43.5740,0.0233,
1.8096,4,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,5,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,6,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,7,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,8,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,9,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,10,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,11,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,12,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,13,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,14,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,15,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,16,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,17,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,18,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,19,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,20,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
1.8096,21,1,not_sent,-1,0,inf,-,-,-,-,-,-,-,-,-,-,
