script,runtime,timestamp,server,cpu,gpu,server_sku,cpu_sku,gpu_sku,cpu_cores,model,dataset,device,dtype,samples,batch_size,resolution,steps,warmup,seed,threads,compile,compile_detail,cpu_offload,batched,loaded_dtype,diffusion_batch_size,sla_seconds,sla_percentile,num_shards,gpu_placement,workload,sla_ms,think_time_s,measure_s,batch_wait_ms,pre_workers,processor,images,compute_s_max,compute_s_sum,images_per_second,avg_ms_per_image,avg_s_per_image,denoising_steps_per_s,top1_correct,top1_accuracy,max_qps,max_concurrent_users,max_concurrent_inflight,requests_measured,p50_ms,p95_ms,p99_ms,max_ms,mean_batch_size,queue_depth_max,p95_drift,harness_lag_ms,preprocess_ms,queue_wait_ms,inference_ms,cpu_logical_count,cpu_cores_busy_mean,cpu_cores_busy_max,proc_cpu_pct_mean,sys_cpu_pct_mean,rss_gib_max,threads_max,gpu_util_pct_mean,gpu_mem_util_pct_mean,gpu_mem_used_gib_max,gpu_power_w_mean,gpu_power_w_max,gpu_sm_clock_mhz_mean,gpu_temp_c_max,host_source,shard_images,shard_compute_s,shard_images_per_second,files
dit_benchmark_cpuOffload,diffusers,20260901_190541,SR630 V4,6740P,L4,,,,,Efficient-Large-Model/Sana_1600M_1024px_diffusers,,cpu,float32,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.float32,,,,4,,,,,,,,,100,1736.4881,6842.4509,0.0576,17364.881,17.3649,1.1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,25|25|25|25,1690.7379|1712.2070|1736.4881|1703.0179,0.014786|0.014601|0.014397|0.014680,dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_190541_shard0of4.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_190541_shard1of4.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_190541_shard2of4.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_190541_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260901_194024,SR630 V4,6740P,L4,,,,,Efficient-Large-Model/Sana_1600M_1024px_diffusers,,cpu,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,4,,,,,,,,,100,1078.8740,3553.8785,0.0927,10788.740,10.7887,1.8538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,25|25|25|25,1006.6720|739.4676|1078.8740|728.8649,0.024834|0.033808|0.023172|0.034300,dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_194024_shard0of4.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_194024_shard1of4.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_194024_shard2of4.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_194024_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260901_200037,SR630 V4,6740P,L4,,,,,Efficient-Large-Model/Sana_1600M_1024px_diffusers,,cuda,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,2,full pipeline resident on GPU,,,,,,,,100,37.7245,75.3805,2.6508,377.245,0.3772,53.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,50|50,37.6560|37.7245,1.327808|1.325399,dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_200037_shard0of2.txt|dit_benchmark_cpuOffload_Efficient-Large-Model_Sana_1600M_1024px_diffusers_20260901_200037_shard1of2.txt
dit_benchmark_cpuOffload,diffusers,20260901_205222,SR630 V4,6740P,L4,,,,,PixArt-alpha/PixArt-Sigma-XL-2-1024-MS,,cpu,float32,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.float32,,,,4,,,,,,,,,100,4150.2099,16509.8331,0.0241,41502.099,41.5021,0.4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,25|25|25|25,4121.4628|4102.7614|4150.2099|4135.3990,0.006066|0.006093|0.006024|0.006045,dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_205222_shard0of4.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_205222_shard1of4.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_205222_shard2of4.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_205222_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260901_221131,SR630 V4,6740P,L4,,,,,PixArt-alpha/PixArt-Sigma-XL-2-1024-MS,,cpu,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,4,,,,,,,,,100,2058.8588,7705.1558,0.0486,20588.588,20.5886,0.9714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,25|25|25|25,2000.1828|1866.1157|2058.8588|1779.9985,0.012499|0.013397|0.012143|0.014045,dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_221131_shard0of4.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_221131_shard1of4.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_221131_shard2of4.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_221131_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260901_224956,SR630 V4,6740P,L4,,,,,PixArt-alpha/PixArt-Sigma-XL-2-1024-MS,,cuda,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,2,full pipeline resident on GPU,,,,,,,,100,70.4063,140.5474,1.4203,704.063,0.7041,28.4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,50|50,70.1411|70.4063,0.712848|0.710164,dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_224956_shard0of2.txt|dit_benchmark_cpuOffload_PixArt-alpha_PixArt-Sigma-XL-2-1024-MS_20260901_224956_shard1of2.txt
dit_benchmark_cpuOffload,diffusers,20260901_232957,SR630 V4,6740P,L4,,,,,stabilityai/stable-diffusion-3.5-medium,,cpu,float32,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.float32,,,,4,,,,,,,,,100,6957.0897,27739.9104,0.0144,69570.897,69.5709,0.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,25|25|25|25,6917.7834|6916.9986|6957.0897|6948.0387,0.003614|0.003614|0.003593|0.003598,dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260901_232957_shard0of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260901_232957_shard1of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260901_232957_shard2of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260901_232957_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260902_014209,SR630 V4,6740P,L4,,,,,stabilityai/stable-diffusion-3.5-medium,,cpu,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,4,,,,,,,,,100,3859.4518,15099.9799,0.0259,38594.518,38.5945,0.5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,25|25|25|25,3631.6565|3821.9441|3786.9275|3859.4518,0.006884|0.006541|0.006602|0.006478,dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260902_014209_shard0of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260902_014209_shard1of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260902_014209_shard2of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260902_014209_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260902_142118,SR630 V4,6740P,L4,,,,,stabilityai/stable-diffusion-3.5-medium,,cuda,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,2,full pipeline resident on GPU,,,,,,,,100,134.6299,267.8245,0.7428,1346.299,1.3463,14.8555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,50|50,134.6299|133.1946,0.371388|0.375391,dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260902_142118_shard0of2.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-medium_20260902_142118_shard1of2.txt
dit_benchmark_cpuOffload,diffusers,20260902_142359,SR630 V4,6740P,L4,,,,,stabilityai/stable-diffusion-3.5-large,,cuda,bfloat16,100,,1024x1024,20,3,42,64,disabled,,auto,,torch.bfloat16,,,,2,full pipeline resident on GPU,,,,,,,,100,394.5863,773.9935,0.2534,3945.863,3.9459,5.0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,50|50,379.4072|394.5863,0.131785|0.126715,dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260902_142359_shard0of2.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260902_142359_shard1of2.txt
dit_benchmark_cpuOffload,diffusers,20260902_150247,SR630 V4,6740P,L4,,,,,stabilityai/stable-diffusion-3.5-large,,cpu,bfloat16,50,,1024x1024,20,3,42,64,enabled,torch.compile on the transformer submodule,auto,,torch.bfloat16,,,,4,,,,,,,,,50,3173.7447,12079.4121,0.0158,63474.894,63.4749,0.3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,13|13|12|12,3095.9674|3173.7447|2870.0420|2939.6580,0.004199|0.004096|0.004181|0.004082,dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260902_150247_shard0of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260902_150247_shard1of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260902_150247_shard2of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260902_150247_shard3of4.txt
dit_benchmark_cpuOffload,diffusers,20260904_211140,SR630 V4,6740P,L4,,,,,stabilityai/stable-diffusion-3.5-large,,cpu,float32,30,,1024x1024,20,3,42,86,disabled,,auto,,torch.float32,,,,4,,,,,,,,,30,4573.5411,17220.4810,0.0066,152451.370,152.4514,0.1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assumed,8|8|7|7,4555.6513|4573.5411|4049.1616|4042.1270,0.001756|0.001749|0.001729|0.001732,dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260904_211140_shard0of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260904_211139_shard1of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260904_211140_shard2of4.txt|dit_benchmark_cpuOffload_stabilityai_stable-diffusion-3.5-large_20260904_211139_shard3of4.txt
server_vit_benchmark,diffusers,20260909_144317,SR650a V4,6787P,RTX PRO 6000,,,,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,172,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,,24877,,,207.308,60.037,0.0600,,20697,0.8320,206.14,1043.1,12.38,24877,57.09,92.65,114.43,216.26,8.50,24,1.027,1.53,26.92,35.17,42.22,,,,,,,,,,,,,,,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260909_144317.txt
server_vit_benchmark,diffusers,20260909_191404,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,172,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,slow,24877,,,207.308,61.892,0.0619,,20697,0.8320,206.14,1043.5,12.76,24877,57.81,95.42,130.34,481.08,8.72,26,1.021,1.61,28.51,36.16,44.36,172,6.09,9.36,608.5,3.4,2.16,421,5.7,0.5,1.78,100.2,108.8,2422,47,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260909_191404.txt
server_vit_benchmark,diffusers,20260910_022302,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,172,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,19919,,,165.992,57.738,0.0577,,16576,0.8322,166.00,839.6,9.58,19919,53.50,95.92,132.03,218.98,7.45,31,0.925,1.70,30.24,35.21,42.85,172,12.62,19.18,1262.1,6.9,2.71,3165,5.2,0.4,1.73,97.6,107.4,2422,47,inferred,19919,,165.992,server_vit_google_vit-base-patch16-224_interactive_20260910_022302.txt
server_vit_benchmark,diffusers,20260910_031713,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,1,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,25983,,,216.525,55.628,0.0556,,21619,0.8320,215.27,1088.3,11.98,25983,50.11,93.69,135.65,529.24,9.43,64,1.067,1.73,27.14,39.21,44.00,172,2.71,4.47,271.4,1.6,2.19,16,5.9,0.6,1.75,100.8,108.1,2422,47,inferred,25983,,216.525,server_vit_google_vit-base-patch16-224_interactive_20260910_031713.txt
server_vit_benchmark,diffusers,20260910_035614,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,27116,,,225.967,56.631,0.0566,,22561,0.8320,224.80,1136.7,12.73,27116,51.56,99.08,133.84,410.84,10.27,40,1.133,1.75,27.06,42.08,48.14,172,6.84,9.51,684.3,4.0,2.23,28,6.0,0.6,1.77,102.2,113.9,2422,47,inferred,27116,,225.967,server_vit_google_vit-base-patch16-224_interactive_20260910_035614.txt
server_vit_benchmark,diffusers,20260910_132244,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,4,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,27116,,,225.967,56.384,0.0564,,22561,0.8320,224.80,1136.7,12.68,27116,50.62,97.16,140.81,544.27,10.19,79,1.112,1.76,27.12,41.86,46.06,172,15.01,22.49,1501.0,8.7,2.19,52,6.2,0.7,1.78,102.3,113.6,2422,47,inferred,27116,,225.967,server_vit_google_vit-base-patch16-224_interactive_20260910_132244.txt
server_vit_benchmark,diffusers,20260910_134746,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,24877,,,207.308,50.810,0.0508,,20697,0.8320,206.14,1041.2,10.47,24877,46.21,83.62,121.17,495.49,8.46,73,1.051,1.65,27.12,33.66,39.43,172,7.40,15.46,740.5,4.3,2.61,44,6.1,0.7,1.76,101.0,110.7,2422,48,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260910_134746.txt
server_vit_benchmark,diffusers,20260910_141116,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,24877,,,207.308,53.362,0.0534,,20696,0.8319,206.14,1041.7,11.00,24877,48.24,90.86,128.32,520.78,9.04,73,1.036,1.72,28.41,37.45,41.79,172,7.24,12.68,724.3,4.2,2.43,36,5.9,0.7,1.78,101.0,111.7,2422,48,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260910_141116.txt
server_vit_benchmark,diffusers,20260910_151157,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,28301,,,235.842,53.600,0.0536,,23547,0.8320,234.75,1186.3,12.58,28301,49.08,91.53,125.86,394.68,10.11,41,1.072,1.69,25.46,38.86,43.25,172,6.93,9.42,693.2,4.1,2.20,28,6.2,0.6,1.75,104.5,113.6,2422,50,inferred,28301,,235.842,server_vit_google_vit-base-patch16-224_interactive_20260910_151157.txt
diag_vit_inference,diffusers,20260910_152309,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,,,bfloat16,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,fast,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inferred,,,,diag_vit_google_vit-base-patch16-224_20260910_152309.txt
diag_vit_inference,diffusers,20260910_152707,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,,,bfloat16,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,fast,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inferred,,,,diag_vit_google_vit-base-patch16-224_20260910_152707.txt
server_vit_benchmark,diffusers,20260910_154155,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,28301,,,235.842,55.003,0.0550,,23545,0.8319,234.75,1186.7,12.91,28301,50.12,96.27,131.56,349.45,10.48,43,1.072,1.75,28.49,40.14,46.95,172,7.80,11.73,780.1,4.5,2.44,36,6.2,0.8,1.75,102.0,110.9,2422,48,inferred,28301,,235.842,server_vit_google_vit-base-patch16-224_interactive_20260910_154155.txt
server_vit_benchmark,diffusers,20260910_171156,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,28301,,,235.842,55.368,0.0554,,23544,0.8319,234.75,1186.8,13.00,28301,50.28,97.02,133.62,344.51,10.59,40,1.083,1.80,29.86,39.99,45.99,172,8.15,12.74,815.0,4.7,2.64,44,6.2,0.7,1.75,102.0,117.7,2422,47,inferred,28301,,235.842,server_vit_google_vit-base-patch16-224_interactive_20260910_171156.txt
server_vit_benchmark,diffusers,20260910_173325,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,36683,,,305.692,41.916,0.0419,,30519,0.8320,304.44,1534.9,12.76,36683,35.85,84.39,109.49,222.01,7.29,14,1.070,3.11,46.95,21.51,23.39,172,10.20,14.61,1019.6,5.9,2.90,46,9.4,1.0,2.02,116.7,133.2,2422,53,inferred,36683,,305.692,server_vit_google_vit-base-patch16-224_interactive_20260910_173325.txt
diag_vit_inference,diffusers,20260910_173826,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,,,bfloat16,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inferred,,,,diag_vit_google_vit-base-patch16-224_20260910_173826.txt
server_vit_benchmark,diffusers,20260910_183523,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,20,fast,36683,,,305.692,47.027,0.0470,,30519,0.8320,304.44,1536.5,14.32,36683,39.02,99.47,141.59,462.86,7.96,19,1.040,3.44,54.15,24.60,27.10,172,10.82,17.39,1082.1,6.3,3.07,95,9.3,1.0,1.91,116.6,136.9,2422,54,inferred,36683,,305.692,server_vit_google_vit-base-patch16-224_interactive_20260910_183523.txt
server_vit_benchmark,diffusers,20260910_190905,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,1,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,36683,,,305.692,44.536,0.0445,,30519,0.8320,304.44,1535.7,13.56,36683,37.61,88.36,131.31,338.13,7.49,18,1.126,3.16,48.16,22.39,24.75,172,3.50,4.74,350.0,2.0,2.85,26,9.2,1.0,1.91,116.9,139.4,2422,54,inferred,36683,,305.692,server_vit_google_vit-base-patch16-224_interactive_20260910_190905.txt
server_vit_benchmark,diffusers,20260910_193836,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,1,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,36683,,,305.692,55.112,0.0551,,30661,0.8358,304.44,1539.0,16.78,36683,49.65,96.79,157.04,392.76,8.79,19,1.135,3.23,49.41,27.36,30.16,172,3.65,4.88,365.0,2.1,2.68,22,26.2,2.8,2.49,196.6,249.0,2417,73,inferred,36683,,305.692,server_vit_google_vit-large-patch16-224_interactive_20260910_193836.txt
server_vit_benchmark,diffusers,20260910_202632,SR630 V4,6740P,L4,,,,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,94706,,,789.217,68.655,0.0687,,78797,0.8320,789.61,4002.3,54.21,94706,63.05,94.11,284.90,375.92,29.64,37,0.959,1.91,33.87,35.55,35.64,96,9.28,11.45,928.1,9.5,2.46,30,,,,,,,,inferred,94706,,789.217,server_vit_google_vit-base-patch16-224_interactive_20260910_202632.txt
server_vit_benchmark,diffusers,20260910_210021,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,94706,,,789.217,68.707,0.0687,,78797,0.8320,789.61,4002.3,54.25,94706,65.58,92.35,229.63,375.16,29.77,59,1.005,2.51,26.19,37.96,37.27,96,10.17,13.88,1017.1,10.5,2.70,38,74.9,42.5,1.27,69.4,77.8,1341,66,inferred,94706,,789.217,server_vit_google_vit-base-patch16-224_interactive_20260910_210021.txt
server_vit_benchmark,diffusers,20260910_212556,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,90603,,,755.025,70.877,0.0709,,75387,0.8321,756.13,3834.3,53.59,90603,66.37,98.10,257.75,358.44,29.09,101,0.880,2.86,27.49,40.82,38.12,96,9.95,15.75,995.1,10.3,3.86,46,72.9,41.7,1.27,69.1,76.5,1350,66,inferred,90603,,755.025,server_vit_google_vit-base-patch16-224_interactive_20260910_212556.txt
server_vit_benchmark,diffusers,20260910_215137,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,21756,,,181.300,34.243,0.0342,,18187,0.8360,181.02,911.3,6.20,21756,27.52,78.39,131.59,216.18,5.12,19,0.925,1.07,4.75,30.57,47.63,96,2.34,3.00,233.6,2.4,2.34,30,58.4,26.3,1.78,66.0,76.7,1611,68,inferred,21756,,181.300,server_vit_google_vit-large-patch16-224_interactive_20260910_215137.txt
server_vit_benchmark,diffusers,20260910_221304,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,22781,,,189.842,40.159,0.0402,,19044,0.8360,189.03,952.8,7.59,22781,30.58,97.39,168.32,215.53,6.02,22,0.940,1.06,4.96,41.95,49.04,96,2.44,3.19,243.6,2.5,2.50,38,61.9,27.3,1.78,68.0,78.3,1557,68,inferred,22781,,189.842,server_vit_google_vit-large-patch16-224_interactive_20260910_221304.txt
server_vit_benchmark,diffusers,20260910_223409,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,22781,,,189.842,38.487,0.0385,,19044,0.8360,189.03,952.4,7.28,22781,30.01,91.42,147.27,215.76,5.82,29,1.089,1.06,4.87,39.60,48.62,96,2.43,3.19,243.1,2.5,2.68,46,61.9,27.4,1.78,67.3,79.3,1540,68,inferred,22781,,189.842,server_vit_google_vit-large-patch16-224_interactive_20260910_223409.txt
