script,runtime,timestamp,server,cpu,gpu,server_sku,cpu_sku,gpu_sku,cpu_cores,model,dataset,mode,device,devices,dtype,quant,quant_detail,precision,tf32,samples,batch_size,batch_sizes_swept,replicas,replicas_swept,precisions_swept,resolution,steps,warmup,seed,threads,cpu_bind,compile,compile_detail,cpu_offload,batched,loaded_dtype,diffusion_batch_size,sla_seconds,sla_percentile,num_shards,gpu_placement,workload,sla_ms,think_time_s,measure_s,batch_wait_ms,pre_workers,processor,requests_per_level,drop_after,early_stop,images,compute_s_max,compute_s_sum,images_per_second,avg_ms_per_image,avg_s_per_image,denoising_steps_per_s,top1_correct,top1_accuracy,measured_s,cpu_launch_ms,gpu_ms,bound_by,denoise_s_per_image,other_s_per_image,denoise_pct,calibrated_mu_rps,calibrated_service_s,service_p95_s,service_cv2,replica_rss_gib_max,gpu_peak_alloc_gib,verdict,skipped_reason,max_qps,max_requests_per_minute,max_images_per_hour,rho_at_capacity,goodput_rps,sla_attainment_pct,max_concurrent_users,max_concurrent_inflight,requests_measured,dropped,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,predicted_mean_ms,mean_batch_size,queue_depth_max,p95_drift,harness_lag_ms,preprocess_ms,queue_wait_ms,inference_ms,ipc_ms,text_encode_ms,denoise_ms,vae_decode_ms,jpeg_encode_ms,cpu_logical_count,cpu_cores_busy_mean,cpu_cores_busy_max,proc_cpu_pct_mean,sys_cpu_pct_mean,rss_gib_max,threads_max,gpu_util_pct_mean,gpu_mem_util_pct_mean,gpu_mem_used_gib_max,gpu_power_w_mean,gpu_power_w_max,gpu_sm_clock_mhz_mean,gpu_temp_c_max,cpu_power_w_mean,power_w_mean,power_source,images_per_second_per_w,joules_per_image,host_source,shard_images,shard_compute_s,shard_images_per_second,files
vit_benchmark_throughput,diffusers,20260915_194417,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda,bfloat16,fp4,"w4a4, float4_e2m1 weights, float8_e4m3 scale per 16-value block (NVFP4), activations quantised per forward, nn.Linear only, torchao 0.18.0",fp4,,64,32,"8,32",1,1,"bf16,fp8,int8,fp4",,,3,,172,,enabled,,,,,,,,1,,,,,5,,,,,,,41760,,,7442.113,0.134,0.0001,,,,5.611,0.689,4.912,device (gpu/launch = 7.12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.04,1.20,,0.6,,,99.7,,1.95,417.1,444.5,2387,61,299.9,717.0,gpu NVML board + cpu RAPL package,10.380,,logged,41760,,7442.113,vit_throughput_google_vit-base-patch16-224_bfloat16-fp4_20260915_194417.txt
vit_benchmark_throughput,diffusers,20260915_194417,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda,bfloat16,fp8,"w8a8, float8_e4m3 weights per tensor, activations quantised per forward, nn.Linear only, torchao 0.18.0",fp8,,64,32,"8,32",1,1,"bf16,fp8,int8,fp4",,,3,,172,,enabled,,,,,,,,1,,,,,5,,,,,,,45184,,,8111.415,0.123,0.0001,,,,5.570,0.836,4.702,device (gpu/launch = 5.62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.04,1.20,,0.6,,,100.0,,1.84,422.3,452.6,2274,61,299.1,721.4,gpu NVML board + cpu RAPL package,11.244,,logged,45184,,8111.415,vit_throughput_google_vit-base-patch16-224_bfloat16-fp8_20260915_194417.txt
vit_benchmark_throughput,diffusers,20260915_194417,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda,bfloat16,int8,"w8a8, int8 weights per output channel, activations quantised per forward, nn.Linear only, torchao 0.18.0",int8,,64,32,"8,32",1,1,"bf16,fp8,int8,fp4",,,3,,172,,enabled,,,,,,,,1,,,,,5,,,,,,,39136,,,6896.255,0.145,0.0001,,,,5.675,0.890,5.437,device (gpu/launch = 6.11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.03,,0.6,,,95.7,,2.02,420.0,457.2,2186,60,45610.4,46030.4,gpu NVML board + cpu RAPL package,0.150,,logged,39136,,6896.255,vit_throughput_google_vit-base-patch16-224_bfloat16-int8_20260915_194417.txt
vit_benchmark_throughput,diffusers,20260915_194417,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda,bfloat16,disabled,,bf16,,64,32,"8,32",1,1,"bf16,fp8,int8,fp4",,,3,,172,,enabled,,,,,,,,1,,,,,5,,,,,,,36800,,,6431.229,0.155,0.0002,,,,5.722,0.346,5.260,device (gpu/launch = 15.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.03,,0.6,,,99.6,,1.88,421.1,455.2,2281,55,297.7,718.8,gpu NVML board + cpu RAPL package,8.948,,logged,36800,,6431.229,vit_throughput_google_vit-base-patch16-224_bfloat16_20260915_194417.txt
vit_benchmark,diffusers,20260915_195346,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,accuracy + forward time,cuda,,bfloat16,disabled,,bf16,,512,32,,,,,,,3,,172,,enabled,,,,,,,,1,,,,,,,,,,,,512,0.0858,0.0858,5967.3660,0.168,0.0002,,420,0.8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logged,512,0.0858,5967.327,vit_benchmark_google_vit-base-patch16-224_20260915_195346.txt
vit_benchmark,diffusers,20260915_195404,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,accuracy + forward time,cuda,,bfloat16,fp4,"w4a4, float4_e2m1 weights, float8_e4m3 scale per 16-value block (NVFP4), activations quantised per forward, nn.Linear only, torchao 0.18.0",fp4,,512,32,,,,,,,3,,172,,enabled,,,,,,,,1,,,,,,,,,,,,512,0.0751,0.0751,6817.5766,0.147,0.0001,,420,0.8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logged,512,0.0751,6816.404,vit_benchmark_google_vit-base-patch16-224_20260915_195404.txt
vit_benchmark,diffusers,20260915_195515,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,accuracy + forward time,cuda,,bfloat16,disabled,,bf16,,2000,32,,,,,,,3,,172,,enabled,,,,,,,,1,,,,,,,,,,,,2000,0.3691,0.3691,5418.5857,0.185,0.0002,,1622,0.8110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logged,2000,0.3691,5418.920,vit_benchmark_google_vit-base-patch16-224_20260915_195515.txt
vit_benchmark,diffusers,20260915_195538,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,accuracy + forward time,cuda,,bfloat16,fp4,"w4a4, float4_e2m1 weights, float8_e4m3 scale per 16-value block (NVFP4), activations quantised per forward, nn.Linear only, torchao 0.18.0",fp4,,2000,32,,,,,,,3,,172,,enabled,,,,,,,,1,,,,,,,,,,,,2000,0.3662,0.3662,5461.4965,0.183,0.0002,,1615,0.8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logged,2000,0.3662,5461.751,vit_benchmark_google_vit-base-patch16-224_20260915_195538.txt
vit_benchmark,diffusers,20260915_195722,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,accuracy + forward time,cuda,,bfloat16,fp8,"w8a8, float8_e4m3 weights per tensor, activations quantised per forward, nn.Linear only, torchao 0.18.0",fp8,,2000,32,,,,,,,3,,172,,enabled,,,,,,,,1,,,,,,,,,,,,2000,0.3295,0.3295,6069.8027,0.165,0.0002,,1619,0.8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logged,2000,0.3295,6069.635,vit_benchmark_google_vit-base-patch16-224_20260915_195722.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,fp4,"w4a4, float4_e2m1 weights, float8_e4m3 scale per 16-value block (NVFP4), activations quantised per forward, nn.Linear only, torchao 0.18.0",fp4,,256,32,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,68576,,,535.203,1.868,0.0019,,,,128.131,2.078,60.346,device (gpu/launch = 29.04),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.20,,0.6,,,100.0,,3.18,286.7,291.5,1489,85,2338.7,2625.4,gpu NVML board + cpu RAPL package,0.204,,logged,68576,,535.203,vit_throughput_facebook_dinov2-giant_bfloat16-fp4_20260915_200755.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,fp8,"w8a8, float8_e4m3 weights per tensor, activations quantised per forward, nn.Linear only, torchao 0.18.0",fp8,,256,32,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,58848,,,452.858,2.208,0.0022,,,,129.948,2.252,71.805,device (gpu/launch = 31.89),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.55,,0.6,,,100.0,,3.08,288.7,289.9,1410,85,302.7,591.4,gpu NVML board + cpu RAPL package,0.766,,logged,58848,,452.858,vit_throughput_facebook_dinov2-giant_bfloat16-fp8_20260915_200755.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,int8,"w8a8, int8 weights per output channel, activations quantised per forward, nn.Linear only, torchao 0.18.0",int8,,256,4,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,50988,,,419.343,2.385,0.0024,,,,121.590,2.423,12.897,device (gpu/launch = 5.32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.20,,0.6,,,100.0,,2.83,369.0,455.5,2066,85,301.1,670.2,gpu NVML board + cpu RAPL package,0.626,,logged,50988,,419.343,vit_throughput_facebook_dinov2-giant_bfloat16-int8_20260915_200755.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,disabled,,bf16,,256,32,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,37728,,,313.672,3.188,0.0032,,,,120.278,1.329,102.860,device (gpu/launch = 77.41),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.20,,0.6,,,100.0,,4.09,285.9,291.8,1489,85,2465.5,2751.4,gpu NVML board + cpu RAPL package,0.114,,logged,37728,,313.672,vit_throughput_facebook_dinov2-giant_bfloat16_20260915_200755.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,fp4,"w4a4, float4_e2m1 weights, float8_e4m3 scale per 16-value block (NVFP4), activations quantised per forward, nn.Linear only, torchao 0.18.0",fp4,,256,64,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,700928,,,5764.805,0.173,0.0002,,,,121.587,0.707,11.539,device (gpu/launch = 16.33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.20,,0.6,,,100.0,,1.96,286.9,300.4,1603,85,302.6,589.5,gpu NVML board + cpu RAPL package,9.778,,logged,700928,,5764.805,vit_throughput_google_vit-base-patch16-224_bfloat16-fp4_20260915_200755.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,fp8,"w8a8, float8_e4m3 weights per tensor, activations quantised per forward, nn.Linear only, torchao 0.18.0",fp8,,256,32,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,729280,,,6039.019,0.166,0.0002,,,,120.761,0.707,5.654,device (gpu/launch = 7.99),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.20,,0.6,,,100.0,,1.88,286.6,299.7,1614,85,302.5,589.1,gpu NVML board + cpu RAPL package,10.251,,logged,729280,,6039.019,vit_throughput_google_vit-base-patch16-224_bfloat16-fp8_20260915_200755.txt
vit_benchmark_throughput,diffusers,20260915_200755,SR650a V4,6787P,RTX PRO 6000,ThinkSystem SR650a V4,Intel(R) Xeon(R) 6787P,NVIDIA RTX PRO 6000 Blackwell Server Edition x2,"172 logical, 172 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,"offline throughput sweep (no SLA, no arrival model)",cuda,cuda:0,bfloat16,int8,"w8a8, int8 weights per output channel, activations quantised per forward, nn.Linear only, torchao 0.18.0",int8,,256,32,"1,4,8,16,32,64",1,1,"bf16,fp8,int8,fp4",,,5,,86,,enabled,,,,,,,,1,,,,,120,,,,,,,600352,,,4964.234,0.201,0.0002,,,,120.935,0.840,6.938,device (gpu/launch = 8.26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1.03,1.20,,0.6,,,100.0,,1.93,291.1,298.7,1496,85,2469.5,2760.6,gpu NVML board + cpu RAPL package,1.798,,logged,600352,,4964.234,vit_throughput_google_vit-base-patch16-224_bfloat16-int8_20260915_200755.txt
