level_rpm,index,measured,status,replica,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,error
145.6317,0,0,ok,0,1,0.4179,0.0017,0.0000,0.4129,0.0033,0.0546,0.2714,0.0834,0.0034,
145.6317,1,0,ok,1,1,0.4120,0.0002,0.0000,0.4109,0.0009,0.0546,0.2712,0.0816,0.0034,
145.6317,2,0,ok,0,1,0.6889,0.0006,0.2744,0.4120,0.0019,0.0527,0.2717,0.0836,0.0039,
145.6317,3,0,ok,1,1,0.5858,0.0018,0.1737,0.4099,0.0004,0.0545,0.2707,0.0817,0.0030,
145.6317,4,0,ok,0,1,0.4482,0.0007,0.0347,0.4125,0.0004,0.0533,0.2715,0.0837,0.0040,
145.6317,5,0,ok,1,1,0.4111,0.0002,0.0000,0.4099,0.0011,0.0535,0.2707,0.0815,0.0040,
145.6317,6,0,ok,0,1,0.4117,0.0011,0.0000,0.4100,0.0006,0.0518,0.2713,0.0835,0.0034,
145.6317,7,0,ok,1,1,0.4110,0.0009,0.0000,0.4088,0.0013,0.0534,0.2701,0.0817,0.0035,
145.6317,8,0,ok,0,1,0.5697,0.0005,0.1480,0.4207,0.0005,0.0530,0.2712,0.0933,0.0032,
145.6317,9,0,ok,1,1,0.5816,0.0002,0.1726,0.4085,0.0003,0.0534,0.2701,0.0815,0.0035,
145.6317,10,1,ok,0,1,0.8676,0.0008,0.4547,0.4116,0.0005,0.0526,0.2714,0.0836,0.0040,
145.6317,11,1,ok,1,1,0.6011,0.0005,0.1895,0.4093,0.0018,0.0542,0.2700,0.0814,0.0037,
145.6317,12,1,ok,0,1,0.9772,0.0006,0.5660,0.4102,0.0004,0.0524,0.2713,0.0832,0.0032,
145.6317,13,1,ok,1,1,0.9088,0.0004,0.4983,0.4093,0.0008,0.0547,0.2700,0.0815,0.0030,
145.6317,14,1,ok,0,1,0.8652,0.0009,0.4526,0.4113,0.0004,0.0528,0.2713,0.0833,0.0039,
145.6317,15,1,ok,1,1,0.5619,0.0006,0.1515,0.4083,0.0016,0.0539,0.2698,0.0815,0.0031,
145.6317,16,1,ok,0,1,0.8509,0.0022,0.4360,0.4122,0.0004,0.0529,0.2717,0.0835,0.0040,
145.6317,17,1,ok,1,1,0.5018,0.0011,0.0916,0.4082,0.0009,0.0535,0.2698,0.0813,0.0035,
145.6317,18,1,ok,0,1,0.4148,0.0011,0.0000,0.4107,0.0030,0.0518,0.2713,0.0836,0.0038,
145.6317,19,1,ok,1,1,0.4122,0.0006,0.0000,0.4111,0.0005,0.0557,0.2701,0.0814,0.0038,
145.6317,20,1,ok,0,1,0.4102,0.0005,0.0000,0.4092,0.0005,0.0517,0.2711,0.0832,0.0031,
145.6317,21,1,ok,1,1,0.4104,0.0009,0.0000,0.4076,0.0019,0.0536,0.2699,0.0813,0.0027,
145.6317,22,1,ok,0,1,0.4128,0.0010,0.0000,0.4112,0.0005,0.0525,0.2720,0.0836,0.0030,
145.6317,23,1,ok,1,1,0.5794,0.0007,0.1687,0.4082,0.0017,0.0537,0.2699,0.0815,0.0031,
145.6317,24,1,ok,0,1,0.4140,0.0009,0.0000,0.4124,0.0006,0.0520,0.2727,0.0847,0.0029,
145.6317,25,1,ok,1,1,0.4119,0.0013,0.0000,0.4092,0.0014,0.0534,0.2703,0.0820,0.0034,
145.6317,26,1,ok,0,1,0.6179,0.0006,0.2042,0.4127,0.0004,0.0532,0.2718,0.0840,0.0036,
145.6317,27,1,ok,1,1,0.7399,0.0009,0.3290,0.4086,0.0014,0.0535,0.2699,0.0815,0.0037,
145.6317,28,1,ok,0,1,0.4114,0.0004,0.0000,0.4104,0.0006,0.0521,0.2713,0.0835,0.0034,
145.6317,29,1,ok,1,1,0.4087,0.0006,0.0001,0.4073,0.0008,0.0528,0.2695,0.0815,0.0035,
145.6317,30,1,ok,0,1,0.4122,0.0012,0.0000,0.4104,0.0005,0.0517,0.2714,0.0838,0.0035,
145.6317,31,1,ok,1,1,0.4106,0.0004,0.0000,0.4082,0.0020,0.0536,0.2697,0.0814,0.0033,
145.6317,32,1,ok,0,1,0.4105,0.0003,0.0000,0.4098,0.0004,0.0514,0.2711,0.0835,0.0037,
145.6317,33,1,ok,1,1,0.4122,0.0010,0.0000,0.4089,0.0023,0.0531,0.2708,0.0816,0.0034,
145.6317,34,1,ok,0,1,0.4132,0.0003,0.0000,0.4122,0.0006,0.0535,0.2715,0.0837,0.0034,
