level_rpm,index,measured,status,replica,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,error
71.7119,0,0,ok,0,1,0.4208,0.0027,0.0000,0.4170,0.0010,0.0514,0.2796,0.0825,0.0035,
71.7119,1,0,ok,0,1,0.8178,0.0013,0.3983,0.4176,0.0006,0.0528,0.2788,0.0826,0.0034,
71.7119,2,0,ok,0,1,0.9687,0.0007,0.5480,0.4196,0.0004,0.0530,0.2789,0.0824,0.0053,
71.7119,3,0,ok,0,1,1.1745,0.0006,0.7568,0.4167,0.0004,0.0523,0.2791,0.0824,0.0029,
71.7119,4,0,ok,0,1,0.4773,0.0012,0.0575,0.4183,0.0004,0.0529,0.2789,0.0823,0.0040,
71.7119,5,0,ok,0,1,0.4202,0.0012,0.0000,0.4184,0.0006,0.0523,0.2792,0.0828,0.0041,
71.7119,6,0,ok,0,1,0.4173,0.0015,0.0000,0.4153,0.0005,0.0518,0.2779,0.0822,0.0034,
71.7119,7,0,ok,0,1,0.7587,0.0007,0.3405,0.4170,0.0004,0.0527,0.2779,0.0829,0.0035,
71.7119,8,0,ok,0,1,0.7202,0.0020,0.2982,0.4196,0.0004,0.0557,0.2781,0.0825,0.0032,
71.7119,9,0,ok,0,1,1.1120,0.0008,0.6940,0.4167,0.0004,0.0528,0.2780,0.0823,0.0035,
71.7119,10,1,ok,0,1,1.3231,0.0008,0.9048,0.4172,0.0004,0.0524,0.2783,0.0825,0.0040,
71.7119,11,1,ok,0,1,1.1516,0.0008,0.7334,0.4170,0.0004,0.0529,0.2781,0.0822,0.0037,
71.7119,12,1,ok,0,1,1.5456,0.0005,1.1287,0.4160,0.0004,0.0524,0.2782,0.0822,0.0032,
71.7119,13,1,ok,0,1,1.7765,0.0013,1.3588,0.4160,0.0004,0.0527,0.2780,0.0823,0.0030,
71.7119,14,1,ok,0,1,1.3162,0.0007,0.8977,0.4175,0.0004,0.0531,0.2781,0.0823,0.0039,
71.7119,15,1,ok,0,1,1.0749,0.0007,0.6569,0.4170,0.0004,0.0524,0.2786,0.0827,0.0032,
71.7119,16,1,ok,0,1,1.2843,0.0016,0.8650,0.4174,0.0003,0.0529,0.2780,0.0824,0.0040,
71.7119,17,1,ok,0,1,0.9572,0.0012,0.5386,0.4170,0.0004,0.0528,0.2781,0.0825,0.0036,
71.7119,18,1,ok,0,1,0.4170,0.0008,0.0000,0.4156,0.0006,0.0515,0.2777,0.0824,0.0039,
71.7119,19,1,ok,0,1,0.8282,0.0005,0.4110,0.4163,0.0004,0.0522,0.2778,0.0824,0.0038,
71.7119,20,1,ok,0,1,0.4194,0.0007,0.0000,0.4182,0.0004,0.0516,0.2798,0.0837,0.0031,
71.7119,21,1,ok,0,1,0.4192,0.0011,0.0000,0.4176,0.0005,0.0534,0.2789,0.0825,0.0027,
71.7119,22,1,ok,0,1,0.4892,0.0017,0.0695,0.4176,0.0004,0.0532,0.2789,0.0825,0.0030,
71.7119,23,1,ok,0,1,0.7665,0.0020,0.3457,0.4184,0.0004,0.0534,0.2789,0.0829,0.0031,
71.7119,24,1,ok,0,1,0.4171,0.0009,0.0000,0.4157,0.0005,0.0519,0.2786,0.0823,0.0029,
71.7119,25,1,ok,0,1,0.4923,0.0011,0.0726,0.4182,0.0004,0.0536,0.2787,0.0824,0.0034,
71.7119,26,1,ok,0,1,0.8292,0.0005,0.4103,0.4179,0.0004,0.0531,0.2787,0.0825,0.0036,
71.7119,27,1,ok,0,1,1.1622,0.0006,0.7435,0.4178,0.0003,0.0528,0.2787,0.0825,0.0038,
71.7119,28,1,ok,0,1,0.4176,0.0015,0.0000,0.4156,0.0005,0.0516,0.2779,0.0825,0.0036,
71.7119,29,1,ok,0,1,0.4180,0.0007,0.0000,0.4168,0.0006,0.0519,0.2775,0.0840,0.0033,
71.7119,30,1,ok,0,1,0.4173,0.0013,0.0000,0.4155,0.0005,0.0515,0.2778,0.0826,0.0036,
