script,runtime,timestamp,server,cpu,gpu,server_sku,cpu_sku,gpu_sku,cpu_cores,model,dataset,device,dtype,quant,quant_detail,mode,replicas_raw,samples,batch_size,resolution,steps,warmup,seed,threads,compile,compile_detail,cpu_offload,batched,loaded_dtype,diffusion_batch_size,sla_seconds,sla_percentile,num_shards,gpu_placement,workload,sla_ms,think_time_s,measure_s,batch_wait_ms,pre_workers,processor,selftest,precisions_swept,devices,tf32,cpu_bind,requests_per_level,warmup_requests,calibrate_generations,drop_after_factor,early_stop,backend,vllm_pipeline,vllm_extra_args,vllm_command,images,compute_s_max,compute_s_sum,images_per_second,images_per_second_per_w,best_batch_size,best_replicas,ms_per_image_per_replica,measured_s,cpu_launch_ms,gpu_ms,bound_by,power_w_mean,power_source,avg_ms_per_image,avg_s_per_image,denoising_steps_per_s,denoise_s_per_image,other_s_per_image,denoise_pct,top1_correct,top1_accuracy,max_qps,max_requests_per_minute,max_images_per_hour,rho_at_capacity,service_capacity_rpm,rho_measured,steady_state_mean_ms,max_concurrent_users,users_think_0s,users_think_1s,users_think_2s,users_think_5s,users_think_10s,users_think_15s,users_think_30s,users_think_60s,max_concurrent_inflight,goodput_rps,sla_attainment_pct,verdict,sweep_note,requests_measured,requests_dropped,p50_ms,p90_ms,p95_ms,p99_ms,max_ms,predicted_mean_ms,mean_batch_size,queue_depth_max,p95_drift,calibrated_mu_rps,calibrated_service_s,service_p95_s,service_cv2,harness_lag_ms,preprocess_ms,queue_wait_ms,inference_ms,ipc_ms,text_encode_ms,denoise_ms,vae_decode_ms,jpeg_encode_ms,server_time_ms,http_overhead_ms,resource_samples,replica_rss_gib_max,gpu_peak_alloc_gib,joules_per_image,cpu_logical_count,cpu_cores_busy_mean,sys_cores_busy_mean,sys_cores_busy_max,cpu_power_w_mean,cpu_cores_busy_max,proc_cpu_pct_mean,sys_cpu_pct_mean,rss_gib_max,threads_max,gpu_util_pct_mean,gpu_mem_util_pct_mean,gpu_mem_used_gib_max,gpu_power_w_mean,gpu_power_w_max,gpu_sm_clock_mhz_mean,gpu_temp_c_max,complete,host_source,shard_images,shard_compute_s,shard_images_per_second,files
server_vit_benchmark,diffusers,20260909_144317,SR650a V4,6787P,RTX PRO 6000,,,,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,172,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,,disabled,,,,,,,,,,,,,,24877,,,207.308,,,,,,,,,,,60.037,0.0600,,,,,20697,0.8320,206.14,,,,,,,1043.1,12.4,218.5,424.7,1043.1,2073.8,,,,12.38,,,,,24877,,57.09,,92.65,114.43,216.26,,8.50,24,1.027,,,,,1.53,26.92,35.17,42.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260909_144317.txt
server_vit_benchmark,diffusers,20260909_191404,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,172,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,slow,disabled,,,,,,,,,,,,,,24877,,,207.308,,,,,,,,,,,61.892,0.0619,,,,,20697,0.8320,206.14,,,,,,,1043.5,12.8,218.9,425.0,1043.5,2074.2,,,,12.76,,,,,24877,,57.81,,95.42,130.34,481.08,,8.72,26,1.021,,,,,1.61,28.51,36.16,44.36,,,,,,,,472,,,,172,6.09,,,,9.36,608.5,3.4,2.16,421,5.7,0.5,1.78,100.2,108.8,2422,47,yes,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260909_191404.txt
server_vit_benchmark,diffusers,20260910_022302,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,172,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,19919,,,165.992,,,,,,,,,,,57.738,0.0577,,,,,16576,0.8322,166.00,,,,,,,839.6,9.6,175.6,341.6,839.6,1669.5,,,,9.58,,,,,19919,,53.50,,95.92,132.03,218.98,,7.45,31,0.925,,,,,1.70,30.24,35.21,42.85,,,,,,,,471,,,,172,12.62,,,,19.18,1262.1,6.9,2.71,3165,5.2,0.4,1.73,97.6,107.4,2422,47,yes,inferred,19919,,165.992,server_vit_google_vit-base-patch16-224_interactive_20260910_022302.txt
server_vit_benchmark,diffusers,20260910_031713,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,1,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,25983,,,216.525,,,,,,,,,,,55.628,0.0556,,,,,21619,0.8320,215.27,,,,,,,1088.3,12.0,227.2,442.5,1088.3,2164.7,,,,11.98,,,,,25983,,50.11,,93.69,135.65,529.24,,9.43,64,1.067,,,,,1.73,27.14,39.21,44.00,,,,,,,,473,,,,172,2.71,,,,4.47,271.4,1.6,2.19,16,5.9,0.6,1.75,100.8,108.1,2422,47,yes,inferred,25983,,216.525,server_vit_google_vit-base-patch16-224_interactive_20260910_031713.txt
server_vit_benchmark,diffusers,20260910_035614,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,27116,,,225.967,,,,,,,,,,,56.631,0.0566,,,,,22561,0.8320,224.80,,,,,,,1136.7,12.7,237.5,462.3,1136.7,2260.7,,,,12.73,,,,,27116,,51.56,,99.08,133.84,410.84,,10.27,40,1.133,,,,,1.75,27.06,42.08,48.14,,,,,,,,473,,,,172,6.84,,,,9.51,684.3,4.0,2.23,28,6.0,0.6,1.77,102.2,113.9,2422,47,yes,inferred,27116,,225.967,server_vit_google_vit-base-patch16-224_interactive_20260910_035614.txt
server_vit_benchmark,diffusers,20260910_132244,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,4,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,27116,,,225.967,,,,,,,,,,,56.384,0.0564,,,,,22561,0.8320,224.80,,,,,,,1136.7,12.7,237.5,462.3,1136.7,2260.7,,,,12.68,,,,,27116,,50.62,,97.16,140.81,544.27,,10.19,79,1.112,,,,,1.76,27.12,41.86,46.06,,,,,,,,473,,,,172,15.01,,,,22.49,1501.0,8.7,2.19,52,6.2,0.7,1.78,102.3,113.6,2422,47,yes,inferred,27116,,225.967,server_vit_google_vit-base-patch16-224_interactive_20260910_132244.txt
server_vit_benchmark,diffusers,20260910_134746,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,24877,,,207.308,,,,,,,,,,,50.810,0.0508,,,,,20697,0.8320,206.14,,,,,,,1041.2,10.5,216.6,422.8,1041.2,2071.9,,,,10.47,,,,,24877,,46.21,,83.62,121.17,495.49,,8.46,73,1.051,,,,,1.65,27.12,33.66,39.43,,,,,,,,473,,,,172,7.40,,,,15.46,740.5,4.3,2.61,44,6.1,0.7,1.76,101.0,110.7,2422,48,yes,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260910_134746.txt
server_vit_benchmark,diffusers,20260910_141116,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,disabled,,,,,,,,,,,,,,24877,,,207.308,,,,,,,,,,,53.362,0.0534,,,,,20696,0.8319,206.14,,,,,,,1041.7,11.0,217.1,423.3,1041.7,2072.4,,,,11.00,,,,,24877,,48.24,,90.86,128.32,520.78,,9.04,73,1.036,,,,,1.72,28.41,37.45,41.79,,,,,,,,473,,,,172,7.24,,,,12.68,724.3,4.2,2.43,36,5.9,0.7,1.78,101.0,111.7,2422,48,yes,inferred,24877,,207.308,server_vit_google_vit-base-patch16-224_interactive_20260910_141116.txt
server_vit_benchmark,diffusers,20260910_151157,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,28301,,,235.842,,,,,,,,,,,53.600,0.0536,,,,,23547,0.8320,234.75,,,,,,,1186.3,12.6,247.3,482.1,1186.3,2360.1,,,,12.58,,,,,28301,,49.08,,91.53,125.86,394.68,,10.11,41,1.072,,,,,1.69,25.46,38.86,43.25,,,,,,,,473,,,,172,6.93,,,,9.42,693.2,4.1,2.20,28,6.2,0.6,1.75,104.5,113.6,2422,50,yes,inferred,28301,,235.842,server_vit_google_vit-base-patch16-224_interactive_20260910_151157.txt
diag_vit_inference,diffusers,20260910_152309,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,,,bfloat16,disabled,,,,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,fast,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,inferred,,,,diag_vit_google_vit-base-patch16-224_20260910_152309.txt
diag_vit_inference,diffusers,20260910_152707,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,,,bfloat16,disabled,,,,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,fast,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,inferred,,,,diag_vit_google_vit-base-patch16-224_20260910_152707.txt
server_vit_benchmark,diffusers,20260910_154155,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,disabled,,,,,,,,,,,,,,28301,,,235.842,,,,,,,,,,,55.003,0.0550,,,,,23545,0.8319,234.75,,,,,,,1186.7,12.9,247.7,482.4,1186.7,2360.4,,,,12.91,,,,,28301,,50.12,,96.27,131.56,349.45,,10.48,43,1.072,,,,,1.75,28.49,40.14,46.95,,,,,,,,473,,,,172,7.80,,,,11.73,780.1,4.5,2.44,36,6.2,0.8,1.75,102.0,110.9,2422,48,yes,inferred,28301,,235.842,server_vit_google_vit-base-patch16-224_interactive_20260910_154155.txt
server_vit_benchmark,diffusers,20260910_171156,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,disabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,28301,,,235.842,,,,,,,,,,,55.368,0.0554,,,,,23544,0.8319,234.75,,,,,,,1186.8,13.0,247.8,482.5,1186.8,2360.5,,,,13.00,,,,,28301,,50.28,,97.02,133.62,344.51,,10.59,40,1.083,,,,,1.80,29.86,39.99,45.99,,,,,,,,473,,,,172,8.15,,,,12.74,815.0,4.7,2.64,44,6.2,0.7,1.75,102.0,117.7,2422,47,yes,inferred,28301,,235.842,server_vit_google_vit-base-patch16-224_interactive_20260910_171156.txt
server_vit_benchmark,diffusers,20260910_173325,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,36683,,,305.692,,,,,,,,,,,41.916,0.0419,,,,,30519,0.8320,304.44,,,,,,,1534.9,12.8,317.2,621.6,1534.9,3057.1,,,,12.76,,,,,36683,,35.85,,84.39,109.49,222.01,,7.29,14,1.070,,,,,3.11,46.95,21.51,23.39,,,,,,,,467,,,,172,10.20,,,,14.61,1019.6,5.9,2.90,46,9.4,1.0,2.02,116.7,133.2,2422,53,yes,inferred,36683,,305.692,server_vit_google_vit-base-patch16-224_interactive_20260910_173325.txt
diag_vit_inference,diffusers,20260910_173826,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,,,bfloat16,disabled,,,,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,inferred,,,,diag_vit_google_vit-base-patch16-224_20260910_173826.txt
server_vit_benchmark,diffusers,20260910_183523,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,20,fast,disabled,,,,,,,,,,,,,,36683,,,305.692,,,,,,,,,,,47.027,0.0470,,,,,30519,0.8320,304.44,,,,,,,1536.5,14.3,318.8,623.2,1536.5,3058.7,,,,14.32,,,,,36683,,39.02,,99.47,141.59,462.86,,7.96,19,1.040,,,,,3.44,54.15,24.60,27.10,,,,,,,,462,,,,172,10.82,,,,17.39,1082.1,6.3,3.07,95,9.3,1.0,1.91,116.6,136.9,2422,54,yes,inferred,36683,,305.692,server_vit_google_vit-base-patch16-224_interactive_20260910_183523.txt
server_vit_benchmark,diffusers,20260910_190905,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,1,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,36683,,,305.692,,,,,,,,,,,44.536,0.0445,,,,,30519,0.8320,304.44,,,,,,,1535.7,13.6,318.0,622.4,1535.7,3057.9,,,,13.56,,,,,36683,,37.61,,88.36,131.31,338.13,,7.49,18,1.126,,,,,3.16,48.16,22.39,24.75,,,,,,,,468,,,,172,3.50,,,,4.74,350.0,2.0,2.85,26,9.2,1.0,1.91,116.9,139.4,2422,54,yes,inferred,36683,,305.692,server_vit_google_vit-base-patch16-224_interactive_20260910_190905.txt
server_vit_benchmark,diffusers,20260910_193836,SR650a V4,6787P,RTX PRO 6000,,,NVIDIA RTX PRO 6000 Blackwell Server Edition,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,1,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,disabled,,,,,,,,,,,,,,36683,,,305.692,,,,,,,,,,,55.112,0.0551,,,,,30661,0.8358,304.44,,,,,,,1539.0,16.8,321.2,625.7,1539.0,3061.1,,,,16.78,,,,,36683,,49.65,,96.79,157.04,392.76,,8.79,19,1.135,,,,,3.23,49.41,27.36,30.16,,,,,,,,467,,,,172,3.65,,,,4.88,365.0,2.1,2.68,22,26.2,2.8,2.49,196.6,249.0,2417,73,yes,inferred,36683,,305.692,server_vit_google_vit-large-patch16-224_interactive_20260910_193836.txt
server_vit_benchmark,diffusers,20260910_202632,SR630 V4,6740P,L4,,,,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,94706,,,789.217,,,,,,,,,,,68.655,0.0687,,,,,78797,0.8320,789.61,,,,,,,4002.3,54.2,843.8,1633.4,4002.3,7950.3,,,,54.21,,,,,94706,,63.05,,94.11,284.90,375.92,,29.64,37,0.959,,,,,1.91,33.87,35.55,35.64,,,,,,,,475,,,,96,9.28,,,,11.45,928.1,9.5,2.46,30,,,,,,,,yes,inferred,94706,,789.217,server_vit_google_vit-base-patch16-224_interactive_20260910_202632.txt
server_vit_benchmark,diffusers,20260910_210021,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,disabled,,,,,,,,,,,,,,94706,,,789.217,,,,,,,,,,,68.707,0.0687,,,,,78797,0.8320,789.61,,,,,,,4002.3,54.3,843.9,1633.5,4002.3,7950.4,,,,54.25,,,,,94706,,65.58,,92.35,229.63,375.16,,29.77,59,1.005,,,,,2.51,26.19,37.96,37.27,,,,,,,,472,,,,96,10.17,,,,13.88,1017.1,10.5,2.70,38,74.9,42.5,1.27,69.4,77.8,1341,66,yes,inferred,94706,,789.217,server_vit_google_vit-base-patch16-224_interactive_20260910_210021.txt
server_vit_benchmark,diffusers,20260910_212556,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,90603,,,755.025,,,,,,,,,,,70.877,0.0709,,,,,75387,0.8321,756.13,,,,,,,3834.3,53.6,809.7,1565.9,3834.3,7614.9,,,,53.59,,,,,90603,,66.37,,98.10,257.75,358.44,,29.09,101,0.880,,,,,2.86,27.49,40.82,38.12,,,,,,,,472,,,,96,9.95,,,,15.75,995.1,10.3,3.86,46,72.9,41.7,1.27,69.1,76.5,1350,66,yes,inferred,90603,,755.025,server_vit_google_vit-base-patch16-224_interactive_20260910_212556.txt
server_vit_benchmark,diffusers,20260910_215137,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,21756,,,181.300,,,,,,,,,,,34.243,0.0342,,,,,18187,0.8360,181.02,,,,,,,911.3,6.2,187.2,368.2,911.3,1816.4,,,,6.20,,,,,21756,,27.52,,78.39,131.59,216.18,,5.12,19,0.925,,,,,1.07,4.75,30.57,47.63,,,,,,,,479,,,,96,2.34,,,,3.00,233.6,2.4,2.34,30,58.4,26.3,1.78,66.0,76.7,1611,68,yes,inferred,21756,,181.300,server_vit_google_vit-large-patch16-224_interactive_20260910_215137.txt
server_vit_benchmark,diffusers,20260910_221304,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,disabled,,,,,,,,,,,,,,22781,,,189.842,,,,,,,,,,,40.159,0.0402,,,,,19044,0.8360,189.03,,,,,,,952.8,7.6,196.6,385.7,952.8,1897.9,,,,7.59,,,,,22781,,30.58,,97.39,168.32,215.53,,6.02,22,0.940,,,,,1.06,4.96,41.95,49.04,,,,,,,,479,,,,96,2.44,,,,3.19,243.6,2.5,2.50,38,61.9,27.3,1.78,68.0,78.3,1557,68,yes,inferred,22781,,189.842,server_vit_google_vit-large-patch16-224_interactive_20260910_221304.txt
server_vit_benchmark,diffusers,20260910_223409,SR630 V4,6740P,L4,,,NVIDIA L4,,google/vit-large-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,22781,,,189.842,,,,,,,,,,,38.487,0.0385,,,,,19044,0.8360,189.03,,,,,,,952.4,7.3,196.3,385.3,952.4,1897.6,,,,7.28,,,,,22781,,30.01,,91.42,147.27,215.76,,5.82,29,1.089,,,,,1.06,4.87,39.60,48.62,,,,,,,,479,,,,96,2.43,,,,3.19,243.1,2.5,2.68,46,61.9,27.4,1.78,67.3,79.3,1540,68,yes,inferred,22781,,189.842,server_vit_google_vit-large-patch16-224_interactive_20260910_223409.txt
diag_vit_inference,diffusers,20260911_145539,SR630 V4,6740P,L4,ThinkSystem SR630 V4,Intel(R) Xeon(R) 6740P,NVIDIA L4 x2,"96 logical, 96 physical, 2 sockets",google/vit-base-patch16-224,,,bfloat16,disabled,,,,,,,,,,"2 intra-op, 1 inter-op",,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,logged,,,,diag_vit_google_vit-base-patch16-224_20260911_145539.txt
server_vit_benchmark,diffusers,20260911_191515,SR630 V4,6740P,L4,ThinkSystem SR630 V4,Intel(R) Xeon(R) 6740P,NVIDIA L4 x2,"96 logical, 96 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,8,fast,disabled,,,,,,,,,,,,,,3963,,,33.025,,,,,,,,,,,47.265,0.0473,,,,,,,33.42,,,,,,,168.7,1.6,35.0,68.4,168.7,335.7,,,,1.58,,,,,3963,,40.20,,88.93,154.83,228.21,,1.87,7,1.225,,,,,1.55,4.30,33.88,49.80,,,,,,,,479,,,,96,0.95,,,,1.60,94.7,1.0,2.48,76,54.1,33.4,3.84,62.1,76.2,1556,66,yes,logged,3963,,33.025,server_vit_facebook_dinov2-giant_interactive_20260911_191515.txt
server_vit_benchmark,diffusers,20260911_193254,SR630 V4,6740P,L4,ThinkSystem SR630 V4,Intel(R) Xeon(R) 6740P,NVIDIA L4 x2,"96 logical, 96 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,12,fast,disabled,,,,,,,,,,,,,,3771,,,31.425,,,,,,,,,,,44.330,0.0443,,,,,,,32.00,,,,,,,161.4,1.4,33.4,65.4,161.4,321.4,,,,1.42,,,,,3771,,37.67,,77.32,140.86,221.48,,1.77,6,1.045,,,,,1.56,4.24,30.13,48.62,,,,,,,,479,,,,96,0.90,,,,1.60,90.2,0.9,1.98,66,51.6,32.6,3.54,59.8,73.6,1603,64,yes,logged,3771,,31.425,server_vit_facebook_dinov2-giant_interactive_20260911_193254.txt
server_vit_benchmark,diffusers,20260911_194955,SR630 V4,6740P,L4,ThinkSystem SR630 V4,Intel(R) Xeon(R) 6740P,NVIDIA L4 x2,"96 logical, 96 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,cuda,bfloat16,disabled,,,,256,32,,,5,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,120,5,16,fast,disabled,,,,,,,,,,,,,,3963,,,33.025,,,,,,,,,,,46.459,0.0465,,,,,,,33.42,,,,,,,168.6,1.6,35.0,68.4,168.6,335.7,,,,1.55,,,,,3963,,39.98,,83.95,147.76,214.45,,1.85,8,1.050,,,,,1.62,4.32,33.02,49.51,,,,,,,,479,,,,96,0.95,,,,1.64,94.6,1.0,2.41,84,54.6,33.9,3.88,61.4,78.6,1581,66,yes,logged,3963,,33.025,server_vit_facebook_dinov2-giant_interactive_20260911_194955.txt
server_vit_benchmark,diffusers,20260915_144135,SR630 V4,6740P,L4,ThinkSystem SR630 V4,Intel(R) Xeon(R) 6740P,NVIDIA L4 x2,"96 logical, 96 physical, 2 sockets",google/vit-base-patch16-224,ILSVRC/imagenet-1k,cuda,bfloat16,fp8,"w8a8, float8_e4m3 weights per channel, activations per token, nn.Linear only, torchao 0.18.0",,,256,32,,,3,42,2,enabled,,,,,,0.1000,95,1,,interactive,100,5,15,5,12,fast,disabled,,,,,,,,,,,,,,10885,,,725.667,,,,,,,,,,,51.536,0.0515,,,,,9069,0.8332,724.08,,,,,,,3657.7,37.3,761.4,1485.5,3657.7,7278.1,,,,37.32,,,,,10885,,51.22,,77.64,88.97,124.36,,22.34,30,1.005,,,,,2.43,25.24,30.73,30.40,,,,,,,,60,,,,96,9.94,,,,13.01,994.2,10.3,2.67,100,56.3,35.1,1.29,63.4,72.3,1634,60,yes,logged,10885,,725.667,server_vit_google_vit-base-patch16-224_interactive_20260915_144135.txt
vit_throughput,diffusers,20260915_192059,SR630 V4,6740P,L4,ThinkSystem SR630 V4,Intel(R) Xeon(R) 6740P,NVIDIA L4 x2,"96 logical, 96 physical, 2 sockets",facebook/dinov2-giant,ILSVRC/imagenet-1k,cuda,bfloat16,fp8,"w8a8, float8_e4m3 weights per tensor, activations quantised per forward, nn.Linear only, torchao 0.18.0","offline throughput sweep (no SLA, no arrival model)",sweep 1,256 preprocessed once and cycled,"sweep 1,4,8,16,32,64",,,5,,48 per replica,enabled,,,,,,,,1,,,,,120,,,,,"sweep bf16,fp8,int8",cuda:0,,,,,,,,,,,,14308,,,114.331,0.344,4,1,8.747,125.145,2.538,36.227,device (gpu/launch = 14.28),332.4,gpu NVML board + cpu RAPL package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,0.98,1.06,260.3,,,1.0,,,100.0,,2.06,72.1,73.5,1127,67,yes,logged,14308,,114.331,vit_throughput_facebook_dinov2-giant_bfloat16-fp8_20260915_192059.txt
